img_address,0_1,0_2,0_3,0_4,0_5,0_6,0_7,0_8,0_9,0_10,0_11,0_12,0_13,0_14,0_15,0_16,0_17,1_2,1_3,1_4,1_5,1_6,1_7,1_8,1_9,1_10,1_11,1_12,1_13,1_14,1_15,1_16,1_17,2_3,2_4,2_5,2_6,2_7,2_8,2_9,2_10,2_11,2_12,2_13,2_14,2_15,2_16,2_17,3_4,3_5,3_6,3_7,3_8,3_9,3_10,3_11,3_12,3_13,3_14,3_15,3_16,3_17,4_5,4_6,4_7,4_8,4_9,4_10,4_11,4_12,4_13,4_14,4_15,4_16,4_17,5_6,5_7,5_8,5_9,5_10,5_11,5_12,5_13,5_14,5_15,5_16,5_17,6_7,6_8,6_9,6_10,6_11,6_12,6_13,6_14,6_15,6_16,6_17,7_8,7_9,7_10,7_11,7_12,7_13,7_14,7_15,7_16,7_17,8_9,8_10,8_11,8_12,8_13,8_14,8_15,8_16,8_17,9_10,9_11,9_12,9_13,9_14,9_15,9_16,9_17,10_11,10_12,10_13,10_14,10_15,10_16,10_17,11_12,11_13,11_14,11_15,11_16,11_17,12_13,12_14,12_15,12_16,12_17,13_14,13_15,13_16,13_17,14_15,14_16,14_17,15_16,15_17,16_17,0_1_2,1_2_3,2_3_4,1_5_6,5_6_7,0_1_5,1_5_11,1_2_8,1_11_12,11_12_13,1_8_9,8_9_10,0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,13_x,13_y,14_x,14_y,15_x,15_y,16_x,16_y,17_x,17_y,action_class
/home/bardia/downloads/five class dataset/arms up/armsUp_529.jpeg,,,,,,,,,,,,,,,,,,1.0,,,0.5908789478687515,0.7485618395204279,1.052501126217761,4.625640682558247,8.469519385460409,,4.595725150090289,8.751847095682539,,,,,,,,1.5605591394068368,1.6531057500019941,1.6776934083478403,4.220230423517916,8.120323587912848,,4.3011626335213125,8.344417915278907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2367160382369997,1.2387424101162796,4.729310659107184,8.494673787651923,,4.633554530401784,8.811483494810073,,,,,,1.475372542082519,4.572217450405558,8.309736706895777,,4.457655174547758,8.635332391821485,,,,,,5.664849269078507,9.519716382329882,,5.646558304813223,9.79641912058722,,,,,,3.9007072745053954,,0.5252257314388902,4.136673659538209,,,,,,,3.8740961125990627,0.5872202195147035,,,,,,,,,,,,,4.178145108983667,,,,,,,,,,,,,,,,,,,,,,,,123.6900675259798,1.4144232114020547,,82.67359333983046,107.842765470793,171.869897645844,,166.71402342578997,,,,47.0,53.0,0.0,74.0,,,,,77.0,53.0,84.0,64.0,43.0,0.0,20.0,289.0,43.0,488.0,,,47.0,289.0,16.0,502.0,,,,,,,,,,,arms up
/home/bardia/downloads/five class dataset/hands on hips/handsOnHips_100.jpg,1.5066822773464252,1.8762563231841565,2.740731935299072,3.988600928652887,1.7446005977305203,3.7148540679215865,5.120985236838549,5.41922971173425,8.485762385626064,11.226037894649394,5.41257690387155,8.671866391589644,11.577842897736723,0.3298433296234967,0.3309083738210381,0.5285647716263004,0.6873748366649926,1.0,1.7998748881376805,2.9322636823116373,1.0118231397584254,2.5960778081416214,3.724653963778976,3.934384414086194,6.984903798168538,9.719826006325636,3.9252157634434317,7.175060411390811,10.085189564770413,1.7791504982507118,1.6216775703429498,1.673235939158878,1.411324461168968,0.8917480796610495,2.12610860265616,2.0118229013378994,3.4009147256505976,4.192903088846202,3.778676421199556,6.876512053031106,9.661316030720707,4.151256984713377,7.286718756218798,10.197348940025767,2.0142001169668577,2.1289201949205623,1.7387822831769184,2.116022452718346,1.2481654377074392,2.7834081650686566,3.838396334149912,4.259641545282864,3.313036965361148,6.3662109454170785,9.161388239931687,3.998064274759609,6.94833654321697,9.829295998037207,2.8423508720676454,3.0088773182695414,2.5308511612264937,3.007590678425413,3.8414752033837902,4.461501594906267,4.377699227653417,2.721535560261997,5.556199978263184,8.325241203581939,3.8273985410245337,6.372464516280942,9.165988288719195,4.087295157316882,4.253160434371914,3.7685688516071054,4.228817726817178,1.97182833099758,3.4857708143684096,4.326977059275787,7.234028976214581,9.881244184268217,3.948168764623409,7.202020984640001,10.07100058483429,2.074204017987054,1.6563697874040422,2.147613768338987,1.2307347204602526,1.8042486413315253,3.629614682655185,6.016678671647727,8.449460630133911,2.620817434567748,5.646955548516803,8.407714027749385,4.043900542479571,3.6206460906866087,4.0910296472828485,3.1780607881185623,2.4733626647172984,4.284745374875365,6.647545884861881,1.03594782486764,3.843672885748602,6.633854273297883,5.43383203754449,5.107941134346532,5.386928689311729,4.709730595276596,3.0982503972853253,5.883839196268368,1.518545917325531,3.6717726161853124,6.523448745312822,5.653332547723004,5.556060654183205,5.451662066030472,5.307716157566193,2.7952407527058583,3.403066051418438,1.5865816648727369,3.7098495675991154,8.732678643137328,8.59975614599531,8.543213001468407,8.314583645399246,5.944760968259331,2.8464084064530395,1.7516454514180688,11.484156696582813,11.320983736657253,11.30906109156261,11.01084488752917,3.2667260283662216,6.165669635561974,5.700932674290321,5.461218914654403,5.5887314996165705,5.114109582238285,2.915294908812545,8.954101431296289,8.727293852468406,8.82351793130299,8.379795412006162,11.863527273990558,11.624151615240688,11.737505522478704,11.265517876825516,0.5514997784494914,0.3664309480520974,0.9847535833831352,0.8423184385165055,0.4614635713975187,1.2091604382865169,94.76364169072616,144.07966921059182,166.79142377188626,117.26099029295547,134.72592095658123,85.29214775562778,81.32919355749479,91.52394139462406,172.11386090173198,171.65015443088637,166.54572011315253,173.43214410320633,16.0,1.0,16.0,12.0,9.0,12.0,5.0,16.0,0.0,23.0,23.0,11.0,30.0,22.0,27.0,34.0,11.0,38.0,11.0,59.0,14.0,78.0,21.0,38.0,22.0,60.0,26.0,80.0,15.0,0.0,18.0,1.0,12.0,1.0,20.0,3.0,hands on hips
/home/bardia/downloads/five class dataset/neutral/neutral_471.jpg,1.3327883722286782,1.7437332489507145,3.2055097095905705,4.385187480149886,1.4907376336433695,3.0060732286526264,4.224025928511215,4.386207501048873,6.387035216556749,8.159203907025562,4.285493062818552,6.275395754760914,8.058842441712342,0.2991154659003979,0.24186702107641125,0.6318022811807201,0.3148099416800427,1.0,1.9891308231287832,3.0987420576721507,0.944429825040128,1.9891308231287832,3.0987420576721507,3.0536609418810263,5.065639347197017,6.848925245107906,3.041805527506874,5.007427380854908,6.782025553809558,1.4953472229802027,1.5462584995907958,1.4197990416432416,1.4227044997466791,1.6052220356995444,2.846497225645773,1.9429226393906087,2.7941537629852093,3.7364114895170712,3.139780941942622,5.209975079628597,7.021351763861348,3.5048879446386727,5.34572144653043,7.066540489811831,1.7322494714231256,1.984974529212964,1.4200413902054985,1.9788976193893344,1.2430121264868077,2.7066993941812445,2.6234161806670224,3.0419186541419987,1.7378028386802855,3.7499254408738407,5.549749968016732,2.54687641842098,4.068410188150924,5.687249234392228,3.265705342394627,3.4426777778605437,3.003324608850209,3.3688177809981297,3.6426773693353818,3.0419186541419987,2.938226122347065,1.0378255631454825,2.6780697921123413,4.428292321390822,2.265878437364021,3.210551255910308,4.661124753126865,4.47190510926416,4.616168955889576,4.231514187538463,4.516925423198137,1.539791103179753,2.778345128265203,3.332977728221473,5.181695242721027,6.892199127227821,2.942439306236888,4.932650325046466,6.715945422507577,1.7686183906371469,1.5936038706741606,1.9107764804997032,1.3694634513299584,1.2430121264868077,2.344694263787937,3.858473572146262,5.474837642584796,1.535314956781686,3.4654920628158674,5.233501589286601,3.265705342394627,3.12847191853773,3.329362167626244,2.908326324475168,1.9626589826495104,2.8455299340621063,4.3225906687390685,0.7136463562696376,2.284783140392877,4.0219631026277245,4.47190510926416,4.358504197975666,4.4964618651653705,4.143087676958774,2.070339150528386,3.8815922545822303,1.2616968222599108,2.3361664706072505,3.96101094522471,4.536917466336849,4.594574735414779,4.3818118732435645,4.447909103033767,1.8114873942400784,2.3253887626488488,1.0315064255010558,1.9863609268181384,6.5604290394001525,6.581638309381088,6.431704848168744,6.414131851261573,3.959273049850942,2.041887579285854,0.7978808822569714,8.343948274939496,8.34580392897666,8.22975314873993,8.16830865880398,1.9953490312138717,3.7809971483261364,4.502885822394914,4.4510026554337845,4.461427558175512,4.256487700324582,1.7856582431477206,6.48541165614192,6.444692967602264,6.420888142798178,6.251661857516731,8.265426462334961,8.22975314873993,8.190143976879138,8.037292638227878,0.39351242710005335,0.4147985190723789,0.5807179267013304,0.7978808822569714,0.24186702107641125,0.9458861556276852,95.68998526373043,96.79594401601895,175.96507248386894,103.79948539601936,173.47551956186985,79.79602627826831,86.93351449887413,75.86628374229987,167.2654227819653,179.73438499952354,162.35798076778147,178.7381824611139,13.0,1.0,11.0,11.0,3.0,10.0,1.0,23.0,0.0,32.0,18.0,11.0,21.0,23.0,22.0,32.0,7.0,34.0,10.0,50.0,12.0,64.0,17.0,34.0,18.0,49.0,18.0,63.0,11.0,0.0,14.0,0.0,8.0,1.0,15.0,1.0,neutral
/home/bardia/downloads/five class dataset/hands on hips/handsOnHips_126.jpg,0.7362305333454247,1.0818289986411371,2.426405714274817,3.089555628614071,1.3988775525683603,3.1734518209950804,3.213116095669092,3.7511428936858113,,,3.702576237764752,,,0.36471894865008697,0.3523781406136041,0.6332421142195448,0.6233384994974659,1.0,1.9505076489200384,2.5024324449608866,0.9983393290506009,2.6377954055934496,2.5218075410975125,3.083866453153404,,,2.9690512772139286,,,1.0193102387555315,1.0375952882992892,1.1994191071890865,1.1646764524699782,1.465401119993388,2.2283868525464268,1.99806322151431,3.558922477877233,3.22891389723421,3.0182428369846,,,3.2798999013433106,,,1.011685048405946,1.407647412862345,0.9268010449881628,1.70509712177643,0.8155363618638497,2.7124854715976485,3.6901941935134936,2.918746624564572,1.6959086634280354,,,2.3450309921155204,,,2.453325357496334,2.7776167603282924,2.3922001758665448,3.020761493398643,3.0663748738953363,3.651433225703287,2.6905274674489656,0.8993913871372335,,,1.7674540461663313,,,3.172623840829264,3.4407516800684417,3.1465847478212368,3.6446484589573966,1.7827218922571022,2.0405187610407536,3.4212457623461785,,,2.945673293228982,,,1.7628322193641457,1.49566112886221,2.017758547874875,1.3706185219612943,1.1545408618883577,3.5518052869576304,,,2.5644351100443767,,,3.5343212914434425,3.275048131781688,3.7767482618819486,3.1163375514397145,2.4475131861667623,,,1.411081302575396,,,3.5347907399478733,3.425285014948145,3.7194924242166847,3.3768226805577464,,,1.1736647468732702,,,3.8919306126658166,4.0922033574327745,3.9070010339960266,4.248503120048514,,,,,,,,,,,,,,,,,,3.9388649481349343,4.0016935021257884,4.036133806775327,4.067768027513825,,,,,,,,,,0.4848364380710426,0.2827057947260392,0.8214491834933837,0.7542284928780049,0.3367268266001573,1.0895978392633832,75.37912601136834,102.95571505781523,154.27102121954766,141.43473915103672,85.15964006075137,106.52579638992563,81.60777387410641,84.29985428945017,,,,,13.0,6.0,17.0,16.0,3.0,16.0,0.0,37.0,3.0,48.0,31.0,15.0,51.0,30.0,40.0,42.0,10.0,58.0,,,,,26.0,56.0,,,,,9.0,4.0,15.0,1.0,5.0,4.0,19.0,0.0,hands on hips
/home/bardia/downloads/five class dataset/arms up/armsUp_425.jpg,1.9525624189766635,2.390083680543424,,,1.9235384061671343,1.3038404810405295,3.2190837205639737,6.6115429364105305,9.526935498889447,12.442367138129306,6.672705598181295,9.582536198731523,12.427791436936813,,0.3354101966249685,,1.0,1.0,,,0.75,3.0269621735330623,4.964876634922564,4.780167361086846,7.68439978137525,10.594810050208547,4.728900506460249,7.642807075937479,10.483916253003931,,1.9039432764659767,,1.5206906325745548,,,1.75,3.6417715469260283,5.590169943749473,4.2485291572496005,7.158910531638175,10.072239075796404,4.490267252625393,7.34931969640728,10.198651871693633,,2.4748737341529163,,2.3264780248263683,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7202941017470885,4.583939353874569,5.269013190342191,8.137106365287355,11.030072529226633,5.032395056034453,7.9388286289603185,10.754068997360957,,1.75,,1.1401754250991378,1.9525624189766635,7.795030468189331,10.705722768687783,13.618461733984494,7.7217226057402515,10.636023693091325,13.462912017836262,,1.1672617529928753,,1.5811388300841895,9.741663102366044,12.649110640673516,15.559562975867927,9.61574230103948,12.522479786368196,15.331748106461964,,3.1184932259025357,,3.473110997362451,2.9154759474226504,5.830951894845301,1.4534441853748632,3.3559648389099666,6.1247448926465475,,6.642665127793213,,6.2938462008536575,2.9154759474226504,3.3559648389099666,1.9006577808748208,3.723237838226293,,9.556411460375699,,9.190348197973783,6.116575839470968,3.6003472054789376,2.6856098003991566,,12.470966281728131,,12.095970403402946,2.9154759474226504,5.755432216610669,,6.630422309325402,,6.150203248673981,2.850438562747845,,9.545286795062788,,9.062284480195927,,12.383961401748635,,11.884864324004711,,,,,0.7158910531638176,,103.3245312618908,,,107.10272896905235,157.29715787678722,76.67546873810922,62.16191880286532,116.565051177078,177.60973078055665,173.0887728809753,173.61440748743297,179.99999879258172,4.0,15.0,7.0,25.0,2.0,28.0,,,,,10.0,24.0,8.0,10.0,10.0,0.0,2.0,50.0,1.0,65.0,0.0,81.0,10.0,50.0,11.0,65.0,14.0,80.0,,,6.0,15.0,,,9.0,18.0,arms up
/home/bardia/downloads/five class dataset/arms wide open/armsWideOpen_281.jpg,,,,,,,,,,,,,,,,,,1.0,2.6025090352750984,4.3779556760706635,1.1316968255314817,2.5791765428803552,4.523730688741573,3.464840970494847,6.041183794534335,,3.609669391336843,6.329899126433191,8.889635243028723,,,0.8420311119208262,0.9290948353719088,1.626654265159212,3.4448970338415763,2.129515453236668,3.551797628447125,5.4514436349391,3.6615245861637966,6.131416010603258,,4.084782836292786,6.6869398034097935,9.19957456250818,,,0.7708840996427201,1.6615529473120352,1.847128919675516,3.7067865319495565,5.051476817009744,6.836235722417637,4.786689622378247,6.9959370527400875,,5.44274407948363,7.850583407369517,10.262262756587653,,,2.0144203494460373,3.0342984713298646,5.432757730414367,6.667221629906647,8.28924471039747,6.5186130099715625,8.539955512995043,,7.251519060757174,9.554443863511027,11.885747940216492,,,3.6726308299521135,4.63504116026784,1.4816154785333162,3.473110997362451,3.679946765473831,6.23728214245517,,3.464840970494847,6.203185326646409,8.767780529292239,,,1.7654470478291109,0.9826882666991588,2.007286930080533,4.7458458970649815,7.16910064780518,,4.220182285706408,6.79625167906883,9.290645083392961,,,3.0397806489025854,2.035796456700609,6.605077530228383,8.884562500183794,,5.913481402277508,8.2422964530325,10.596647320083344,,,4.841017539698873,3.822187705026928,2.5864162813297997,,1.1316968255314817,3.0670445538143016,5.5413867590265475,,,4.159844141153431,4.2797296720206255,,2.9734136147852293,1.7747084729426483,3.39976493883684,,,6.6996452071463715,6.8661455648735545,,,,,,,,2.75,5.319697390629362,,,4.410889096650561,4.2617364466826935,2.5697244222985036,,,7.10359525689425,7.011151831190079,,,9.650925802867775,9.58078785391052,,,,,,1.0225430368913977,,163.98520277351201,165.18185274911912,161.28826212490026,168.9668565781576,,88.12825503471123,70.85522827888782,168.80488857370003,179.6344816444252,173.31618672187577,,,,33.0,14.0,41.0,13.0,53.0,8.0,65.0,0.0,24.0,14.0,13.0,10.0,0.0,2.0,34.0,41.0,37.0,61.0,,,25.0,41.0,23.0,63.0,21.0,83.0,,,,,37.0,8.0,29.0,7.0,arms wide open
/home/bardia/downloads/five class dataset/arms wide open/armsWideOpen_187.jpg,2.578032195299353,2.428219512317616,2.462214450449026,2.4869660230891766,3.2715630820756005,3.825,4.214632249674936,,,,,,,0.2850438562747845,0.5771698190307598,,1.6677080080157918,1.0,2.0931435688934483,3.245188746436792,1.5101738310538957,2.576941016011038,3.3620120463793706,,,,,,,2.6800186566514794,2.4931155207892,,1.8668154702594468,1.1096170510586074,2.341206953688631,2.506117515201552,3.555365663331973,4.313134011365749,,,,,,,2.623451924468981,2.5720857295199164,,2.40520269416114,1.30862523283024,3.5763983279271345,4.5883684464088095,5.301945397681874,,,,,,,2.7269488444046766,2.8267693574113886,,3.0985883882826384,4.63418007850364,5.552308078628203,6.175,,,,,,,2.769702150051517,3.019209333583877,,3.7197110102802338,1.0965856099730655,1.9293781381574744,,,,,,,3.240852511300075,2.9206163733020465,,1.7897276329095435,0.8514693182963201,,,,,,,3.7179463417322203,3.355964838909967,,2.1652078422174625,,,,,,,4.058401779025827,3.686800781165154,,2.5652728899670696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37165171868296265,,1.5532224567009068,,1.195041840271712,,70.15930191603168,165.65066795705283,150.89748974192509,162.42667972805245,163.9913870086803,103.18627303796177,,,,,,,8.0,0.0,12.0,10.0,8.0,10.0,3.0,9.0,0.0,5.0,18.0,9.0,22.0,7.0,24.0,5.0,,,,,,,,,,,,,9.0,0.0,10.0,0.0,,,14.0,3.0,arms wide open
/home/bardia/downloads/five class dataset/neutral/neutral_313.jpeg,1.2513951604971694,1.7195501713756924,3.491287197355188,4.4256405656406015,1.650257632555325,3.5489685353599034,4.967534191033447,4.254737580412286,,,4.396150831350046,,,0.27822862453868824,0.3064451491566221,0.5355390092764978,0.4631058249214127,1.0,2.399502909603981,3.2524883094402792,1.0075854437197571,2.4393662320802094,3.7776056660969686,3.0154004035797017,,,3.16889226269825,,,1.4289430263620846,1.4687955630690648,1.351817727177999,1.3709272863159017,1.8362536347595104,2.8364917202748567,1.9961892629718407,2.9985190930305974,4.100420926764683,2.8607709017473364,,,3.3939704673133098,,,1.7411851964466254,2.0176882786614283,1.4687955630690648,2.0479654383187778,1.0330822248246898,3.063001745907348,2.761684912023725,3.172294402581473,1.3750865224277478,,,2.4208275633284084,,,3.5555775873541884,3.7695345684771433,3.3022450446666407,3.735547445932416,3.7294274951558406,2.8340299730815963,2.716045572758214,0.8224329389599462,,,2.050442567060142,,,4.517450653420728,4.687709386186403,4.286681060886907,4.620770806114451,2.0028532946266817,3.491287197355188,3.281427509097516,,,3.039711781688528,,,1.917393005903144,1.6935230451837755,2.0151708874395142,1.4535969738674297,1.5029581659949705,2.0771906056456984,,,1.2257805966264883,,,3.786162355302617,3.6553625164822647,3.7769337333869046,3.437993157979627,1.9183855310352191,,,0.757366530098674,,,5.185395343953674,5.1036216860892845,5.1284267978903415,4.9023458592655285,,,1.229914775636893,,,4.393118753890771,4.484179748884356,4.215784937540565,4.3713998965820515,,,,,,,,,,,,,,,,,,4.595296646467508,4.561063416834477,4.506199902739756,4.382996680180942,,,,,,,,,,0.4631058249214127,0.35085103206419044,0.6998912170730824,0.7965662348464577,0.27822862453868824,0.9980946314859204,98.98470923376264,112.16906216302357,161.91655461695137,103.23226760651414,169.45750271663633,93.23100990036819,88.00543069875816,89.08497218241646,,,,,13.0,1.0,12.0,11.0,4.0,12.0,0.0,26.0,0.0,35.0,21.0,12.0,22.0,29.0,21.0,41.0,6.0,35.0,,,,,16.0,37.0,,,,,11.0,0.0,15.0,0.0,9.0,1.0,17.0,1.0,neutral
/home/bardia/downloads/five class dataset/arms up/armsUp_236.jpg,0.9827931384280094,1.6567153896650266,2.110199321502732,3.76516541313065,1.0737509843863189,1.506847117425692,2.886479638916989,5.868460064566492,9.07912926636107,11.949698494842748,5.590853875645788,8.531877939613915,11.337652003002054,0.3910769444375215,0.35809955894645706,0.8295994781324582,0.6516946235415336,1.0,2.567214100010772,4.434755779468516,0.9658888012968101,2.455486054675506,3.8600518131237567,4.909534541253857,8.127585561458183,11.011705002351976,4.757656368176148,7.795096497912308,10.522468956531851,1.1109084782549925,1.2649110640673518,1.019803902718557,1.4200248547949061,2.263781323881117,4.2188651945057165,1.9658855211718047,3.1393142750682133,4.254409477236529,4.846102132885041,8.049333183927867,10.965882920918594,5.056155247058078,8.197919391707947,10.776226557730189,1.5327790984697969,2.0099751242241783,1.077032961426901,2.2564938967084207,1.9550838706246008,3.149789908960316,2.657066051117285,2.7459060435491964,7.106749070632873,10.300485425454472,13.219637798722465,7.251612396766747,10.342203656406513,13.003167035040985,1.7235394498804248,2.29833699469344,1.5499525609438731,2.6076809620810595,4.8373546489791295,3.590838014594758,2.58229264300498,9.060385655991366,12.248409260461733,15.168465741174236,9.174453021041314,12.22879918110379,14.935350879117406,3.4285994396614865,3.821456451637871,3.423963991014612,4.064914440891063,2.060839349277233,3.705957048733677,5.154210158010748,8.313985382545273,11.137852787044833,4.655294266303941,7.5092100312960754,10.35993413560712,1.4364990121001495,1.0721062282749236,1.6820855402463581,0.9755842894811052,1.7204650534085255,7.202042194038152,10.373722458551649,13.197236787431278,6.682109564747806,9.404379455401427,12.322958010057777,1.626255171353174,1.19064984727817,2.1488711126597453,1.1045361017187258,8.753150693254604,11.958555883698056,14.815969127143545,8.359918378436339,11.1234780849284,14.032776757627545,2.792426732937416,2.6870057685088806,3.1780497164141406,2.7313000567495327,3.222165877352758,6.126605431855968,1.783585285482092,4.304443668363851,6.224241035707745,6.014590103876327,6.077925342630349,5.774181887556733,6.098215746767052,2.9205156676015083,3.986004929013215,3.925182648429167,4.0183403070831885,9.234717104492157,9.275204136012636,8.994965912370422,9.275204136012636,6.607037246487308,5.222800691087448,3.276475868619676,12.121832515317633,12.128963876023473,11.89923378650417,12.108577416807618,3.1758278216775517,5.765005994588996,5.8391175803923545,5.7040749108190445,5.75295320580963,5.628707928217317,3.0294631634703086,8.825631122241761,8.581306632990794,8.811289549743089,8.44365407377914,11.598833612759115,11.425976596180766,11.516637581189684,11.318906619405587,0.6659800385632485,0.5324747991827462,0.9899494936611666,1.1661903789690602,0.32539568672798425,1.4784729801187362,113.34268522277651,95.9061411137705,180.0,102.3194452566366,156.99112991717712,66.86667722973844,90.19488285223859,87.74608166653583,158.1207182722734,136.56073923476558,176.2732247463738,171.69768666306092,27.0,36.0,22.0,45.0,11.0,44.0,11.0,20.0,11.0,0.0,32.0,46.0,39.0,25.0,37.0,7.0,8.0,94.0,1.0,127.0,0.0,158.0,27.0,94.0,42.0,124.0,34.0,154.0,24.0,33.0,30.0,35.0,18.0,35.0,34.0,36.0,arms up
/home/bardia/downloads/five class dataset/arms wide open/armsWideOpen_505.jpg,1.5261257579438954,1.4921446734468229,2.1965396251345712,2.6319860233957217,1.909266651177657,3.290104303025412,4.188914960584489,6.0270047556631585,8.696693545967836,11.701778665298018,6.065173104398983,8.729799637414462,12.204104675893715,0.3268602252303067,0.3268602252303067,,0.6027004755663158,1.0,2.0360007724210583,2.9366531330634915,0.9152086306448588,2.3167911790926192,3.5978388574871505,4.55779598857872,7.205470381508997,10.199924584939907,4.540887371390983,7.209917196674727,10.684480317643887,1.8490006540840969,1.6996731711975948,,1.4111885031607192,1.0459527207369814,1.9436506316151,1.9059062496562185,3.3140467683643187,4.587701880790483,4.718122906483441,7.405530388964746,10.423715563744347,4.941106142811537,7.538505145521878,10.994365301192623,1.7855067034414034,1.7950549357115009,,1.7589818344761532,1.0211439872687116,2.9482719841133536,4.333333333333333,5.6314896087691775,4.9029033784546,7.551815313546442,10.554093465991713,5.3529287454482475,7.814625779164096,11.209923869607373,2.405478078537567,2.5233948100765686,,2.6311740579210876,3.821889271922671,5.253407522579092,6.4810703980340705,5.778311941119906,8.378084965689219,11.35311245399967,6.3127194892872724,8.704552301481723,12.054186774868672,2.7315816776253388,2.9366531330634915,,3.1811410090811942,1.4617633655117153,2.6834408323744907,4.7757399748826685,7.320793474345325,10.25841326595116,4.527692569068708,7.201614253988327,10.6564454233027,2.176015334284833,1.9304133563814057,,1.4935759876113537,1.4690540010903812,4.811400279499996,7.0653240137168085,9.846036991827953,4.214849613563604,6.7545489578454925,10.10479280375593,3.513101242759784,3.2370715899764217,,2.775041387232756,6.1024024973215445,8.140854026053058,10.757625003991155,5.3501337949561245,7.699761346062927,10.893815386503189,4.32691832858239,4.034572812303401,,3.5978388574871505,2.6874192494328497,5.705747589541232,1.176696810829104,2.9271788582825047,6.311026844267089,6.353207682993518,6.244655834850027,,5.964639392027237,3.0184617127124715,2.85399704717772,0.98058067569092,3.680626108015937,9.023473661682454,8.902366918529967,,8.599592516683073,5.732647543958015,3.091897323623322,1.0820998895389329,12.028633928590319,11.899328430378626,,11.582664618218026,2.680253846888515,6.150533296313404,6.3894276993159815,6.232325436133799,,5.886751748956818,3.4745718545814483,9.055385138137416,8.90596650096099,,8.565983211288028,12.529793553595624,12.380195102228026,,12.037157571169464,0.2923526731023431,,0.7453559924999298,,0.4622501635210242,,68.82426058289543,168.69006752597974,140.19442890773482,153.434948822922,132.58049078334366,99.86580694308438,85.0302592718897,74.71757158522914,173.3865395176852,175.68397248013443,167.5687630604131,179.21517539700784,17.0,2.0,18.0,12.0,12.0,11.0,5.0,11.0,0.0,6.0,25.0,12.0,33.0,16.0,43.0,13.0,14.0,42.0,15.0,60.0,17.0,81.0,22.0,42.0,22.0,60.0,24.0,84.0,17.0,0.0,18.0,0.0,,,21.0,3.0,arms wide open
